   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -6.3165176249284749e-01	   7.7525224987721220e-01	  -2.0203210187935874e-01	  -9.7937890002297290e-01	   8.8687962895731043e-01	   4.6200056681842211e-01	  -9.1836605962041684e-01	   3.9573195541587114e-01	
  -6.3165176249284771e-01	  -7.7525224987721197e-01	  -2.0203210187935827e-01	   9.7937890002297301e-01	   8.8687962895731054e-01	  -4.6200056681842200e-01	  -9.1836605962041717e-01	  -3.9573195541587025e-01	
   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -9.7005291163827312e-01	   2.4289369819348683e-01	   8.8200530275578271e-01	  -4.7123947830235974e-01	  -7.4113071239901407e-01	   6.7136075781872295e-01	   5.5586670817863970e-01	  -8.3127143746109966e-01	
  -8.6354970604700243e-01	  -5.0426372582819756e-01	   4.9143618962772873e-01	   8.7091358441821254e-01	   1.4790551859233799e-02	  -9.9989061380517985e-01	  -5.1698094304835807e-01	   8.5599690684302732e-01	
   9.4401475588140205e-01	  -3.2990322926303234e-01	   7.8232771864364625e-01	  -6.2286703287445544e-01	   5.3304306478786967e-01	  -8.4608811070807211e-01	   2.2407331871634420e-01	  -9.7457228969401943e-01	
  -8.0256077414624827e-01	   5.9657036785426643e-01	   2.8820759239645044e-01	  -9.5756795251566429e-01	   3.3995255720920492e-01	   9.4044258668295233e-01	  -8.3387276737008298e-01	  -5.5195670830107635e-01	
   5.2342820995230055e-01	  -8.5206977943483619e-01	  -4.5204581805226074e-01	  -8.9199471880805570e-01	  -9.9665527667133691e-01	  -8.1720618470376441e-02	  -5.9130915676292484e-01	   8.0644496472376759e-01	
  -6.3701266973684756e-01	   7.7085333144167834e-01	  -1.8842971718946794e-01	  -9.8208667727441301e-01	   8.7707690414609207e-01	   4.8034998096544862e-01	  -9.2898848335979423e-01	   3.7010862970872388e-01	
