  -8.5021713572966284e-01	   5.2643216287727712e-01	   4.4573835577670390e-01	  -8.9516329135497985e-01	   9.2268359463025224e-02	   9.9573417629506022e-01	   4.5758098377226930e-01	   8.8916794999032789e-01	  -5.8123928658000446e-01	   8.1373269059069231e-01	  -9.8950907289301004e-01	  -1.4447073981403863e-01	  -3.2432178347193491e-01	  -9.4594681709152306e-01	  -8.5712980046178300e-01	  -5.1510048064464464e-01	   7.9043413687342773e-02	   9.9687117460214070e-01	   4.2053225750374179e-03	   1.3621364169753558e-01	
  -9.9597429399526904e-01	  -8.9639308903099874e-02	   9.8392958859874924e-01	   1.7855689479797748e-01	  -9.6396286069612092e-01	  -2.6603684556570556e-01	  -7.5497793825565129e-01	  -6.5575019080991970e-01	   1.3998337450550791e-01	   9.9015385413684609e-01	   5.4360921930717720e-01	  -8.3933843989432610e-01	  -9.6080930972410150e-01	   2.7721015556342032e-01	   6.9315762511889900e-01	   7.2078603395149654e-01	   8.1071961295345318e-01	  -5.8543463270684892e-01	  -2.1996966573354149e-02	   1.2587019224405327e-01	
  -2.8680323271098451e-01	   9.5798951231552054e-01	  -8.3548781141305772e-01	  -5.4950897807062160e-01	   7.6604444311876485e-01	  -6.4278760968679338e-01	   9.2293850598979610e-01	  -3.8494741739791316e-01	   7.0363097167735367e-01	  -7.1056558859572083e-01	   3.7587772954629445e-01	  -9.2666926809467609e-01	  -9.8069113927663938e-03	  -9.9995191108819548e-01	   1.0407384154882569e-01	   9.9456957298384607e-01	  -6.3347733577146614e-01	   7.7376124551691339e-01	  -1.0223261319043819e-01	   1.1643874003286603e-01	
  -3.0901699437501517e-01	  -9.5105651629513155e-01	  -8.0901699437486374e-01	   5.8778525229258838e-01	   8.0901699437507302e-01	   5.8778525229230028e-01	  -9.5998438486325655e-01	   2.8005353205898836e-01	   8.4314003836257034e-01	  -5.3769403540486060e-01	  -6.5881815729889237e-01	   7.5230222358656629e-01	   4.2177024858007311e-01	  -9.0670273927715872e-01	   5.6299822583355941e-01	   8.2645810402479836e-01	   3.0304752681222919e-02	   9.9954070550674923e-01	  -2.1167441365523693e-01	   1.2035091015709665e-01	
  -7.6604444311908415e-01	   6.4278760968641291e-01	   1.7364817766725535e-01	  -9.8480775301215073e-01	   4.9999999999957129e-01	   8.6602540378468618e-01	   9.8611899706292749e-01	  -1.6604012657067554e-01	   9.4486135273678806e-01	  -3.2747064617215221e-01	   8.7737246198571783e-01	  -4.7980992377098675e-01	   7.8552595179118623e-01	  -6.1882871544761964e-01	  -6.4868244188382607e-01	   7.6105918928269745e-01	  -8.6213951402461397e-01	   5.0667095669418660e-01	  -3.1048427723297850e-01	   1.3974421037632390e-01	
  -7.8914050939646962e-01	   6.1421271268957023e-01	   2.4548548714103899e-01	  -9.6940026593926965e-01	   4.0169542465262997e-01	   9.1577332665520639e-01	   9.2293850598979599e-01	   3.8494741739791338e-01	   7.0363097167735333e-01	   7.1056558859572116e-01	   3.7587772954629389e-01	   9.2666926809467631e-01	  -9.8069113927671901e-03	   9.9995191108819548e-01	  -9.6476776024122080e-01	   2.6310296235340697e-01	  -4.9188856527558755e-01	   8.7065816446589650e-01	  -3.7114067625755964e-01	   1.6451046697572103e-01	
  -7.6604444311888942e-01	   6.4278760968664495e-01	   1.7364817766665883e-01	  -9.8480775301225598e-01	   5.0000000000035816e-01	   8.6602540378423187e-01	  -7.2956622195847376e-01	  -6.8391017522569353e-01	   6.4533744445522179e-02	   9.9791552539673423e-01	   6.3540294171056666e-01	  -7.7218074416910853e-01	  -9.9167079165568006e-01	   1.2879845098834367e-01	   9.9848913699222919e-01	   5.4949461403304894e-02	   1.1927116344483307e-01	  -9.9286171724491212e-01	  -3.6596128207823203e-01	   1.7641267115572579e-01	
  -8.0901699437515728e-01	   5.8778525229218437e-01	   3.0901699437562641e-01	  -9.5105651629493293e-01	   3.0901699437392899e-01	   9.5105651629548449e-01	   2.7258449747409136e-01	   9.6213184737685364e-01	  -8.5139538347359422e-01	   5.2452445224207755e-01	  -7.3673886298591340e-01	  -6.7617737892229390e-01	   4.4974819800029697e-01	  -8.9315539431584112e-01	  -7.8605240150850120e-01	  -6.1815986773869269e-01	   3.4500141978899729e-01	   9.3860216297618670e-01	  -2.7986302130652346e-01	   1.6260350130784973e-01	
   8.2579345472258481e-02	   9.9658449300667595e-01	  -9.8636130340274675e-01	   1.6459459028058773e-01	  -2.4548548714058388e-01	  -9.6940026593938489e-01	  -7.5497793825565129e-01	  -6.5575019080991970e-01	   1.3998337450550791e-01	   9.9015385413684609e-01	   5.4360921930717720e-01	  -8.3933843989432610e-01	  -9.6080930972410150e-01	   2.7721015556342032e-01	   5.9116488746018814e-01	  -8.0655072737812539e-01	  -7.1585605543448150e-01	  -6.9824788427734208e-01	  -1.3563820659107118e-01	   1.2657708753079533e-01	
   3.0901699437504437e-01	   9.5105651629512211e-01	  -8.0901699437482755e-01	   5.8778525229263812e-01	  -8.0901699437512709e-01	  -5.8778525229222578e-01	   1.6257216799604193e-01	   9.8669665561056130e-01	  -9.4714058038613347e-01	   3.2081882891410579e-01	  -4.7052956309684824e-01	  -8.8238423050952641e-01	   7.9415055802836343e-01	  -6.0772106363301170e-01	  -8.8816672120185647e-01	   4.5952135461754512e-01	   9.8864184664819998e-01	  -1.5029071513582298e-01	   2.0325641389943638e-02	   8.4655652780794011e-02	
   2.7366299007221651e-01	   9.6182564317278108e-01	  -8.5021713572946789e-01	   5.2643216287759209e-01	  -7.3900891722094009e-01	  -6.7369564364624901e-01	  -8.6395174557040610e-01	  -5.0357460353541295e-01	   4.9282523734830341e-01	   8.7012831549869041e-01	   1.2397297433974136e-02	  -9.9992315055524816e-01	  -5.1424657086517678e-01	   8.5764238721824304e-01	   2.4791934896001880e-01	  -9.6878067508143473e-01	  -7.2078258490183478e-01	  -6.9316121162557087e-01	   1.4756217815742684e-01	   5.4912079790551349e-02	
  -5.5089698145205390e-01	   8.3457325372133473e-01	  -3.9302503165403074e-01	  -9.1952777255140483e-01	   9.8392958859866075e-01	   1.7855689479846512e-01	   9.5516021770873694e-01	   2.9608944342309507e-01	   8.2466208298680355e-01	   5.6562571448252452e-01	   6.2020861173489461e-01	   7.8443691775048086e-01	   3.6013510223226736e-01	   9.3290015979211538e-01	  -7.7330321092898135e-01	   6.3403639009675727e-01	  -2.7908655054867831e-01	   9.6026595133996084e-01	   2.2734765577083976e-01	   4.9651834583990251e-02	
  -8.5021713572946789e-01	   5.2643216287759209e-01	   4.4573835577604082e-01	  -8.9516329135531003e-01	   9.2268359464132477e-02	   9.9573417629495753e-01	  -7.3867517781167491e-01	  -6.7406155630245701e-01	   9.1282036630219207e-02	   9.9582507991546354e-01	   6.0381962853399762e-01	  -7.9712097964930340e-01	  -9.8333517957727867e-01	   1.8180188284426860e-01	   9.8288197691043599e-01	   1.8423631418543207e-01	   2.7318661091655944e-01	  -9.6196105722421232e-01	   2.6384858551030360e-01	   7.0474428638298114e-02	
  -9.6396286069584947e-01	  -2.6603684556668911e-01	   8.5844879360185122e-01	   5.1289927740593111e-01	  -6.9106264898683289e-01	  -7.2279486382742197e-01	   9.9756132454608581e-01	   6.9795442328700191e-02	   9.9025719246028221e-01	   1.3925046779339623e-01	   9.7812322855784872e-01	   2.0802631986258457e-01	   9.6121861443864065e-01	   2.7578755457173898e-01	  -9.4304390881692635e-01	  -3.3266828229227485e-01	  -9.8018022744104472e-01	  -1.9810785379086285e-01	   2.6892988349048985e-01	   1.0928731239420786e-01	
  -6.5486073394528521e-01	  -7.5574957435425816e-01	  -1.4231483827328475e-01	   9.8982144188093280e-01	   8.4125353283118109e-01	  -5.4064081745559767e-01	  -8.3716914158830624e-01	  -5.4694408157717400e-01	   4.0170434325540322e-01	   9.1576941454153471e-01	   1.6458018115746581e-01	  -9.8636370775195081e-01	  -6.7726724121949033e-01	   7.3573710248358459e-01	   1.3487644164933316e-01	   9.9086242510654021e-01	   9.6158195534439250e-01	   2.7451801972922402e-01	   2.5713745262839893e-01	   1.5649243042613503e-01	
   4.4573835577651066e-01	  -8.9516329135507611e-01	  -6.0263463637930559e-01	  -7.9801722728020241e-01	  -9.8297309968388480e-01	   1.8374951781666121e-01	   9.8475057672334909e-01	   1.7397212892596153e-01	   9.3946739671393720e-01	   3.4263830858725897e-01	   8.6553154473031702e-01	   5.0085441505167061e-01	   7.6519797897692465e-01	   6.4379503956587769e-01	   5.9467456645204930e-01	  -8.0396651672508557e-01	   2.8320763938522331e-01	  -9.5905861812187965e-01	   2.3878525818139668e-01	   2.0198250442236843e-01	
   9.2836793301600540e-01	  -3.7166245566049549e-01	   7.2373403810482051e-01	  -6.9007901148237383e-01	   4.1541501300139194e-01	  -9.0963199535474415e-01	  -7.2956622195847376e-01	  -6.8391017522569353e-01	   6.4533744445522179e-02	   9.9791552539673423e-01	   6.3540294171056666e-01	  -7.7218074416910853e-01	  -9.9167079165568006e-01	   1.2879845098834367e-01	  -9.3148962065346552e-01	  -3.6376790212285476e-01	  -4.2312215030230349e-01	   9.0607264936292764e-01	   2.2132193681293894e-01	   2.3698060479950256e-01	
   2.7366299007171141e-01	   9.6182564317292474e-01	  -8.5021713573002078e-01	   5.2643216287669914e-01	  -7.3900891721987860e-01	  -6.7369564364741341e-01	   4.1125631499398591e-01	   9.1151974382213330e-01	  -6.6173648675513486e-01	   7.4973650177710516e-01	  -9.5554293307395255e-01	  -2.9485200194746475e-01	  -1.2420964419394245e-01	  -9.9225599735613301e-01	  -7.6417743101941515e-01	   6.4500608828178285e-01	   9.8926869671367068e-01	   1.4610765107425208e-01	   2.0517930997130537e-01	   2.6299278798989278e-01	
