   9.9987846234534994e-01	   1.5590398901200758e-02	   9.9951387892420285e-01	   3.1177008161366499e-02	   9.9890633835778653e-01	   4.6756039060630361e-02	
   8.6231457251992505e-01	   5.0637296335781889e-01	   4.8717284396044197e-01	   8.7330557086709049e-01	  -2.2122087153795694e-02	   9.9975527668522957e-01	
   6.8760863631494307e-01	   7.2608151282421751e-01	  -5.4388726530208757e-02	   9.9851983777310216e-01	  -7.6240495247562956e-01	   6.4710021514494420e-01	
   8.2247509528078711e-01	   5.6880112310267128e-01	   3.5293056471427958e-01	   9.3564951583937650e-01	  -2.4192189559902896e-01	   9.7029572627615568e-01	
   6.6159573883983502e-01	   7.4986070596409626e-01	  -1.2458215669794565e-01	   9.9220929557855309e-01	  -8.2644178685350989e-01	   5.6302217801999399e-01	
  -4.8660447856679095e-01	   8.7362239064640590e-01	  -5.2643216287748296e-01	  -8.5021713572953539e-01	   9.9893297480236209e-01	  -4.6183458645963731e-02	
  -4.6310948612030972e-01	  -8.8630107969322858e-01	  -5.7105920773076524e-01	   8.2090887512921351e-01	   9.9203535859324155e-01	   1.2595970506784537e-01	
   1.5399355288935802e-02	   9.9988142289807802e-01	  -9.9952571971337023e-01	   3.0795058556028349e-02	  -4.6183458645526261e-02	  -9.9893297480238230e-01	
  -3.0612878090112089e-01	   9.5199010998223799e-01	  -8.1257033900798703e-01	  -5.8286314359757296e-01	   8.0363111545497201e-01	  -5.9512774281879799e-01	
  -9.9761144532189683e-01	  -6.9075351340083718e-02	   9.9045719167448798e-01	   1.3782072217299748e-01	  -9.7857141570980910e-01	  -2.0590770834453953e-01	
   1.1246514645182080e-02	  -9.9993675595426323e-01	  -9.9974703181667146e-01	  -2.2491606740190961e-02	  -3.3733853914789100e-02	   9.9943085158506872e-01	
   7.6200478631903568e-01	  -6.4757139037088474e-01	   1.6130258874623857e-01	  -9.8690499789177366e-01	  -5.1617809697846606e-01	  -8.5648127370053417e-01	
   9.6696042978540075e-01	   2.5492651339010064e-01	   8.7002494554153365e-01	   4.9300770190277082e-01	   7.1559896074432183e-01	   6.9851136524873136e-01	
  -9.7291187067137985e-01	  -2.3117632211521219e-01	   8.9311501618656730e-01	   4.4982837600808112e-01	  -7.6493253157416563e-01	  -6.4411041145097025e-01	
   9.2423950512117137e-01	  -3.8181322288963787e-01	   7.0843732565325535e-01	  -7.0577372834447683e-01	   3.8529202142109120e-01	  -9.2279469993560836e-01	
   7.8914050939637148e-01	   6.1421271268969613e-01	   2.4548548714072949e-01	   9.6940026593934803e-01	  -4.0169542465306807e-01	   9.1577332665501421e-01	
  -9.1036294096613590e-01	  -4.1381072450516293e-01	   6.5752136856902432e-01	   7.5343589632769503e-01	  -2.8680323271101604e-01	  -9.5798951231551110e-01	
   5.7186503208059680e-01	   8.2034772205660322e-01	  -3.4594077016691588e-01	   9.3825635278228792e-01	  -9.6752789133957628e-01	   2.5276427651073047e-01	
