  -9.9905697214418931e-01	   4.3418503084335980e-02	   9.9622966717983097e-01	  -8.6755116452939707e-02	  -9.9152341756160156e-01	   1.2992810483864456e-01	   9.9460827799642282e-01	  -1.0370329474510653e-01	   9.7849125331801912e-01	  -2.0628831081797178e-01	   9.5182272299797033e-01	  -3.0664882844180097e-01	   9.1489026563973574e-01	  -4.0370261559426857e-01	  -9.8916769286190609e-01	   1.4678990223531677e-01	  -9.9817297650739856e-01	  -6.0421097063528766e-02	
  -9.3969262079292781e-01	   3.4202014330638303e-01	   7.6604444314536246e-01	  -6.4278760965509563e-01	  -5.0000000005332068e-01	   8.6602540375365389e-01	   4.8603434000129103e-01	   8.7393971207372734e-01	  -5.2754124067901886e-01	   8.4952942231734474e-01	  -9.9884065747506934e-01	  -4.8138767898350011e-02	  -4.4340047876568289e-01	  -8.9632361088524448e-01	  -7.5562786831576945e-01	  -6.5500116383451279e-01	  -1.5781789718657876e-01	   9.8746823307264242e-01	
  -9.3607786520245229e-01	   3.5179287980006002e-01	   7.5248353944396096e-01	  -6.5861105583332624e-01	  -4.7268850520292438e-01	   8.8122958248632632e-01	  -9.8870760112677381e-01	   1.4985753058869070e-01	   9.5508544105171933e-01	  -2.9633055915825296e-01	  -8.9989286945993052e-01	   4.3611102198313256e-01	   8.2437639941791430e-01	  -5.6604200558152529e-01	   8.7278848832666689e-01	  -4.8809861159856999e-01	   9.7822611281770921e-01	  -2.0754197696262408e-01	
  -8.9516329136387607e-01	   4.4573835575883786e-01	   6.0263463641081538e-01	  -7.9801722725640722e-01	  -1.8374951787488089e-01	   9.8297309967300162e-01	  -9.8870760112677381e-01	  -1.4985753058869045e-01	   9.5508544105171944e-01	   2.9633055915825252e-01	  -8.9989286945993086e-01	  -4.3611102198313195e-01	   8.2437639941791485e-01	   5.6604200558152451e-01	   9.5185199970380785e-01	  -3.0655794013507820e-01	   8.1825750113844264e-01	  -5.7485186076994799e-01	
  -6.4337640630006621e-01	   7.6554999824728120e-01	  -1.7213359963282437e-01	  -9.8507361343071542e-01	   8.6486979977058831e-01	   5.0199624445286695e-01	  -8.3045364805842592e-01	  -5.5708772956012231e-01	   3.7930652314709595e-01	   9.2527107460357882e-01	   2.0046067629869957e-01	  -9.7970174913484154e-01	  -7.1225312299612309e-01	   7.0192270855292149e-01	   9.6077279407494343e-01	  -2.7733668737732198e-01	   1.0781577329827649e-01	  -9.9417089025383087e-01	
   1.4812906237697518e-01	   9.8896803835074376e-01	  -9.5611556175863643e-01	   2.9298981648338424e-01	  -4.3138606575165883e-01	  -9.0216742474737222e-01	   3.4602821680276863e-01	  -9.3822410605158524e-01	  -7.6052894635259238e-01	  -6.4930402875680338e-01	  -8.7235716706932021e-01	   4.8886907558444542e-01	   1.5680855648036848e-01	   9.8762901770581002e-01	   9.7913048900618715e-01	   2.0323258965654312e-01	  -8.7661681838424566e-01	   4.8118910391433678e-01	
   9.6226800030484738e-01	   2.7210346486090592e-01	   8.5191940882137951e-01	   5.2367291401544847e-01	   6.7728157159002578e-01	   7.3572391070600984e-01	   9.5165665777920905e-01	  -3.0716380923622072e-01	   8.1130078859098920e-01	  -5.8462896817694476e-01	   5.9250293606906723e-01	  -8.0556829055613577e-01	   3.1641793913672184e-01	  -9.4861988583018320e-01	   9.9932908583104396e-01	  -3.6624830540085737e-02	   8.3216841228494409e-01	   5.5452297841942977e-01	
   8.6602540378109705e-01	  -5.0000000000578781e-01	   4.9999999998842443e-01	  -8.6602540379112181e-01	  -2.0050413202050158e-11	  -1.0000000000000000e+00	   2.5315251534088495e-01	   9.6742638168316608e-01	  -8.7182760795316605e-01	   4.8981284386044910e-01	  -6.9456321913482677e-01	  -7.1943167474407643e-01	   5.2016675597867867e-01	  -8.5406472001518585e-01	   7.0294970016347258e-01	   7.1123956515374198e-01	  -2.6447668153089204e-01	  -9.6439208049755731e-01	
   2.5108092068827664e-01	  -9.6796610026711538e-01	  -8.7391674253265461e-01	  -4.8607563930021613e-01	  -6.8992856132827440e-01	   7.2387746218783289e-01	  -9.8034739347723654e-01	   1.9727896011077398e-01	   9.2216202379522327e-01	  -3.8680382866499402e-01	  -8.2773087930544453e-01	   5.6112529032671088e-01	   7.0076559626020396e-01	  -7.1339160290690340e-01	  -5.5187180465439072e-02	   9.9847602630823096e-01	  -4.3710587183179450e-01	   8.9941006043415306e-01	
  -6.1896158290719028e-01	  -7.8542126205306251e-01	  -2.3377311777005086e-01	   9.7229117521865327e-01	   9.0835474093938962e-01	  -4.1820050766699735e-01	  -9.0177224942730339e-01	  -4.3221153404649137e-01	   6.2638637967435717e-01	   7.7951273457106007e-01	  -2.2794345979183619e-01	  -9.7367437017625535e-01	  -2.1528020671690404e-01	   9.7655231943604903e-01	   2.1869425038261625e-01	   9.7579343349378278e-01	   8.9763050747198669e-01	   4.4074876296546034e-01	
